,zone_0,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11
82,0.34827008012834804,0.3553675687077876,0.42275320508098596,0.3403947159114051,0.37995086765526476,0.30207614361787555,0.39142427677638025,0.5993280025485254,0.45866496505655024,0.30205763805401986,0.31016156003569517,0.26849226961858663
83,0.34821670995415177,0.35581107464706646,0.42285334426066284,0.34171181646771015,0.3797292007504793,0.3034398056589433,0.3919144020875433,0.6002319441244841,0.46111739091172305,0.3037042095493208,0.31076593480724507,0.2693984260699667
84,0.3481634919087157,0.3562832538332541,0.4229696024650799,0.34302215373366496,0.37953355525167787,0.3047918635801791,0.3924226295058528,0.6011941739098823,0.46352908701689854,0.30534082662151374,0.31136263505149847,0.27029045435413274
85,0.34825998954659626,0.356744776573287,0.42311769063663485,0.3443255228365278,0.3793306594635038,0.30603731223455566,0.3929327865970556,0.6022387199543452,0.46593573129455446,0.3069671378131201,0.31195275515699383,0.2711652465110241
86,0.3482360251463737,0.35724595809049814,0.42332151530695195,0.34561965995544214,0.3791750509170557,0.30719583246157717,0.39346269212642826,0.6033618592271014,0.4683477064571842,0.3085840375972085,0.31253922981689014,0.27202526693680906
87,0.3481539573199424,0.35773286986392916,0.4234780231207304,0.3469136756400962,0.3790199672695625,0.30833757316268884,0.39397470964255443,0.6045320946290889,0.4708111753802407,0.31017523394647545,0.3131245760486294,0.2728604743388598
88,0.34805484177540436,0.3582534955290482,0.42361294626084345,0.34821069650486886,0.3788330959867213,0.3094769935093046,0.3944942707671418,0.605724785690983,0.47324879102963635,0.3117557336357283,0.31371441204874023,0.27368131975760024
89,0.3479490311239996,0.35879952750746513,0.4237523798379477,0.3493666595572148,0.3788286948934742,0.31060125800443744,0.39501264572869915,0.6069448559917487,0.47569296579090753,0.31332738946841326,0.314242048136977,0.27448661420904713
90,0.3478212766333962,0.35940848637052636,0.4239074386532503,0.3504062188533111,0.3787316965919858,0.31169954526761295,0.39553349247168657,0.6081829263764462,0.47819292991193024,0.31489035811723337,0.3146626693312228,0.2752854924216979
91,0.34766951124392687,0.36001259601932645,0.4240468745224313,0.35144026678074386,0.37855162502025813,0.31277592934469384,0.39605664959583453,0.6094472676044159,0.4806955664917047,0.31644288406725174,0.31504893034156345,0.2760548491356656
92,0.34750280020148705,0.36065327807518033,0.4241408543788408,0.35248177614228793,0.37834445483657647,0.3138288940505703,0.396566182061365,0.6106940065641366,0.48320412445901506,0.31798780269811283,0.3154406782676331,0.27680635708988305
93,0.34732027517304215,0.36128728798724336,0.4242246711399967,0.3535278966414001,0.3780895478336375,0.3148602979562715,0.39705814544139484,0.6119346269513288,0.48558653961090237,0.3195143038710767,0.3158250800967184,0.277540645874829
94,0.3471203531241075,0.3619423761687269,0.4242833358336447,0.3545503215385723,0.37780961111027567,0.315872288160432,0.3975443683774206,0.6131641212511422,0.4875788718385892,0.3210137471701382,0.3162085364914733,0.2782559802338507
95,0.34689896692707695,0.3626039811620296,0.4243112104411245,0.35556639230150966,0.3775012540284749,0.3168654818746636,0.3980176063047066,0.6143783796660169,0.489043706751439,0.3224282716419147,0.316591608154935,0.2789541580803792
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
